2.496714153011232895e+00,1.861735698828815400e+00,1.000000000000000000e+00
2.647688538100692490e+00,3.523029856408025573e+00,1.000000000000000000e+00
1.765846625276664028e+00,1.765863043050819536e+00,1.000000000000000000e+00
3.579212815507391454e+00,2.767434729152908890e+00,1.000000000000000000e+00
1.530525614065047835e+00,2.542560043585964547e+00,1.000000000000000000e+00
1.536582307187537744e+00,1.534270246429743079e+00,1.000000000000000000e+00
2.241962271566034115e+00,8.671975534220210946e-02,1.000000000000000000e+00
2.750821674869672329e-01,1.437712470759027195e+00,1.000000000000000000e+00
9.871688796655762044e-01,2.314247332595273932e+00,1.000000000000000000e+00
1.091975924478789217e+00,5.876962986647085163e-01,1.000000000000000000e+00
3.465648768921553824e+00,1.774223699513464370e+00,1.000000000000000000e+00
2.067528204687923754e+00,5.752518137865432202e-01,1.000000000000000000e+00
1.455617275474817340e+00,2.110922589709866237e+00,1.000000000000000000e+00
8.490064225776972062e-01,2.375698018345671958e+00,1.000000000000000000e+00
1.399361310081195020e+00,1.708306250206723220e+00,1.000000000000000000e+00
1.398293387770602969e+00,3.852278184508937997e+00,1.000000000000000000e+00
1.986502775262066089e+00,9.422890710440996465e-01,1.000000000000000000e+00
2.822544912103189141e+00,7.791563500289777622e-01,1.000000000000000000e+00
2.208863595004755265e+00,4.032987612022442825e-02,1.000000000000000000e+00
6.718139511015694953e-01,2.196861235869123519e+00,1.000000000000000000e+00
2.738466579995410655e+00,2.171368281189970606e+00,1.000000000000000000e+00
1.884351717611759458e+00,1.698896304410711267e+00,1.000000000000000000e+00
5.214780096325726255e-01,1.280155791605291249e+00,1.000000000000000000e+00
1.539361229040212553e+00,3.057122226218915717e+00,1.000000000000000000e+00
2.343618289568461410e+00,2.369598446372660483e-01,1.000000000000000000e+00
2.324083969394795002e+00,1.614917719583683464e+00,1.000000000000000000e+00
1.323077999694041385e+00,2.611676288840867777e+00,1.000000000000000000e+00
3.030999522495950949e+00,2.931280119116198790e+00,1.000000000000000000e+00
1.160782476777361349e+00,1.690787624148785362e+00,1.000000000000000000e+00
2.331263431403563846e+00,2.975545127122359190e+00,1.000000000000000000e+00
1.520825762154710104e+00,1.814341023336182968e+00,1.000000000000000000e+00
8.936650259939717955e-01,8.037933759193292005e-01,1.000000000000000000e+00
2.812525822394198016e+00,3.356240028570822709e+00,1.000000000000000000e+00
1.927989878419666070e+00,3.003532897892024156e+00,1.000000000000000000e+00
2.361636025047634035e+00,1.354880245394875615e+00,1.000000000000000000e+00
2.361395605508413986e+00,3.538036566465969202e+00,1.000000000000000000e+00
1.964173960890048365e+00,3.564643655814005996e+00,1.000000000000000000e+00
-6.197451040897443697e-01,2.821902504375223941e+00,1.000000000000000000e+00
2.087047068238171210e+00,1.700992649534132539e+00,1.000000000000000000e+00
2.091760776535502409e+00,1.243108539910720012e-02,1.000000000000000000e+00
1.780328112162488097e+00,2.357112571511746246e+00,1.000000000000000000e+00
3.477894044741516311e+00,1.481729781726352613e+00,1.000000000000000000e+00
1.191506397106812276e+00,1.498242956415463567e+00,1.000000000000000000e+00
2.915402117702074136e+00,2.328751109659684460e+00,1.000000000000000000e+00
1.470239796232961194e+00,2.513267433113356208e+00,1.000000000000000000e+00
2.097077549348040471e+00,2.968644990532889327e+00,1.000000000000000000e+00
1.297946906122647626e+00,1.672337853402231733e+00,1.000000000000000000e+00
1.607891846867842478e+00,5.364850518678814240e-01,1.000000000000000000e+00
2.296120277064575887e+00,2.261055272179889108e+00,1.000000000000000000e+00
2.005113456642460878e+00,1.765412866624853194e+00,1.000000000000000000e+00
5.846292579495857566e-01,1.579354677234640958e+00,1.000000000000000000e+00
1.657285483473230459e+00,1.197722730778381095e+00,1.000000000000000000e+00
1.838714288333990865e+00,2.404050856814538228e+00,1.000000000000000000e+00
3.886185901210530425e+00,2.174577812831838930e+00,1.000000000000000000e+00
2.257550390722764533e+00,1.925554084233832786e+00,1.000000000000000000e+00
8.122878470095851178e-02,1.973486124550783094e+00,1.000000000000000000e+00
2.060230209941026569e+00,4.463242112485286128e+00,1.000000000000000000e+00
1.807639035218877588e+00,2.301547342333612356e+00,1.000000000000000000e+00
1.965288230294756744e+00,8.313219623804679603e-01,1.000000000000000000e+00
3.142822814515020546e+00,2.751933032686774361e+00,1.000000000000000000e+00
2.791031947043046912e+00,1.090612545205261075e+00,1.000000000000000000e+00
3.402794310936099187e+00,5.981489372077191113e-01,1.000000000000000000e+00
2.586857093800270402e+00,4.190455625809978102e+00,1.000000000000000000e+00
1.009463674869311767e+00,1.433702270397227974e+00,1.000000000000000000e+00
2.099651365087641164e+00,1.496524345883800677e+00,1.000000000000000000e+00
4.493365689338673086e-01,2.068562974806027466e+00,1.000000000000000000e+00
9.376962862738951188e-01,2.473592430635181749e+00,1.000000000000000000e+00
1.080575765766196739e+00,3.549934405017539429e+00,1.000000000000000000e+00
1.216746707663762805e+00,1.677938483794324309e+00,1.000000000000000000e+00
2.813517217369669865e+00,7.691356835660447810e-01,1.000000000000000000e+00
2.227459934604129277e+00,3.307142754282428321e+00,1.000000000000000000e+00
3.925167654387724525e-01,2.184633858532304185e+00,1.000000000000000000e+00
2.259882794248423643e+00,2.781822871777310358e+00,1.000000000000000000e+00
7.630492891219180507e-01,6.795433869157236906e-01,1.000000000000000000e+00
2.521941565616897751e+00,2.296984673233186225e+00,1.000000000000000000e+00
2.250492850345876761e+00,2.346448209496975856e+00,1.000000000000000000e+00
1.319975278421509302e+00,2.232253697161003636e+00,1.000000000000000000e+00
2.293072473298681135e+00,1.285648581973632076e+00,1.000000000000000000e+00
3.865774511144756787e+00,2.473832920911787525e+00,1.000000000000000000e+00
8.086965027973513909e-01,2.656553608633829722e+00,1.000000000000000000e+00
1.025318329772678450e+00,2.787084603742452149e+00,1.000000000000000000e+00
3.158595579007403842e+00,1.179317681648289540e+00,1.000000000000000000e+00
2.963376129244321699e+00,2.412780926936498371e+00,1.000000000000000000e+00
2.822060159994490114e+00,3.896792982653947135e+00,1.000000000000000000e+00
1.754611883997129418e+00,1.246263835642510420e+00,1.000000000000000000e+00
1.110485570374476705e+00,1.184189715034561718e+00,1.000000000000000000e+00
1.922898290585895786e+00,2.341151974816643833e+00,1.000000000000000000e+00
2.276690799330018944e+00,2.827183249036023582e+00,1.000000000000000000e+00
2.013001891877907124e+00,3.453534077157316862e+00,1.000000000000000000e+00
1.735343166762044032e+00,4.720169166589618825e+00,1.000000000000000000e+00
2.625667347765006099e+00,1.142842443583717449e+00,1.000000000000000000e+00
9.291075019388876921e-01,2.482472415243185182e+00,1.000000000000000000e+00
1.776537214674149157e+00,2.714000494092092097e+00,1.000000000000000000e+00
2.473237624573545013e+00,1.927171087343127143e+00,1.000000000000000000e+00
1.153206281931594912e+00,4.851527753141353649e-01,1.000000000000000000e+00
1.553485047932978924e+00,2.856398794323472323e+00,1.000000000000000000e+00
2.214093744130203767e+00,7.542612212880119849e-01,1.000000000000000000e+00
2.173180925851181833e+00,2.385317379728836951e+00,1.000000000000000000e+00
1.116142563798867116e+00,2.153725105945528018e+00,1.000000000000000000e+00
2.058208718446000063e+00,8.570297021693769057e-01,1.000000000000000000e+00
